Event ID,Timestamp,User ID,Device ID,Session ID,Source IP,Destination IP,Source Port,Destination Port,Protocol,Country,City,Login Method,Access Type,Login Attempts,Login Success,Session Duration,Actions Count,Privilege Level,Operating System,Application,Device Type,Threat Type,Threat Severity,Anomaly Score,Malware Detected,Intrusion Flag,Response Action,Incident Status,Data Exfiltration (MB)
2995,2024-08-23 23:10:29,user_67,device_636,session_242,238.12.140.203,220.179.163.226,39125,3389,ICMP,Germany,New York,Password,Remote,3,1,4801,132,User,Android,Safari,Desktop,None,Low,0.7909068645938644,0,0,Allowed,Resolved,0.0
2996,2024-04-12 14:11:44,user_236,device_377,session_4404,103.117.204.90,83.13.120.254,39561,443,ICMP,India,Lagos,MFA,Remote,5,1,2181,56,Admin,Linux,Chrome,Mobile,None,Low,0.5803845818753028,0,0,Allowed,Resolved,0.0
2997,2024-05-29 03:27:48,user_3,device_330,session_7787,99.37.180.134,149.250.45.133,3330,21,UDP,Germany,Berlin,OAuth,VPN,9,1,4621,111,User,Windows,Safari,Server,Brute Force,Medium,0.6528846487293215,0,1,Blocked,Resolved,0.0
2998,2024-09-06 04:55:00,user_109,device_916,session_572,98.187.236.81,42.151.169.73,3610,80,TCP,China,Abuja,Password,Local,6,0,1222,73,Admin,macOS,Safari,Server,None,Low,0.6721807886807267,0,0,Allowed,Resolved,0.0
2999,2024-05-17 22:34:42,user_430,device_132,session_953,124.224.174.14,131.141.136.184,33509,443,UDP,Germany,Sao Paulo,MFA,VPN,1,1,2624,62,User,Windows,Chrome,Mobile,None,Low,0.016002013327347187,0,0,Allowed,Resolved,0.0
3000,2024-05-03 18:02:26,user_108,device_856,session_5921,192.154.101.167,244.58.115.26,54757,3389,UDP,China,New York,Password,Remote,3,1,742,57,User,Windows,Edge,Server,DDoS,High,0.9556916018769894,0,1,Blocked,Investigating,0.0
3001,2024-10-11 04:38:28,user_10,device_724,session_5004,236.157.159.6,110.7.245.97,45006,3389,ICMP,Canada,Sao Paulo,MFA,VPN,3,1,4867,88,User,Android,Firefox,Desktop,None,Low,0.08966584954120926,0,0,Allowed,Resolved,0.0
3002,2024-05-21 18:55:02,user_145,device_460,session_4799,135.29.237.200,4.104.118.16,59983,22,ICMP,Nigeria,Sao Paulo,Password,Remote,6,0,5622,58,Admin,iOS,Safari,Mobile,None,Low,0.7520088002439591,0,0,Allowed,Resolved,0.0
3003,2024-10-15 07:48:55,user_279,device_973,session_4276,116.28.115.132,220.226.243.179,11657,80,ICMP,Germany,London,Password,Local,2,1,1733,66,Admin,iOS,Safari,Mobile,None,Low,0.4536046657453878,0,0,Allowed,Resolved,0.0
3004,2024-12-20 15:28:47,user_272,device_49,session_9570,250.101.63.168,56.98.108.77,2991,3389,ICMP,China,Beijing,MFA,VPN,8,0,1961,177,Admin,macOS,Chrome,Mobile,Malware,High,0.3061512198219627,1,0,Quarantined,Resolved,321.30166775547235
3005,2024-09-26 06:26:26,user_434,device_952,session_9757,109.166.189.164,85.10.175.215,58027,21,UDP,India,Beijing,Password,VPN,1,1,1717,23,User,Android,Chrome,Mobile,None,Low,0.49457601003004703,0,0,Allowed,Resolved,0.0
3006,2024-08-05 12:51:49,user_91,device_549,session_9265,153.39.30.43,206.254.226.182,31775,80,UDP,UK,Beijing,MFA,VPN,6,0,2811,41,User,iOS,Firefox,Desktop,None,Low,0.3046385222630683,0,0,Allowed,Resolved,0.0
3007,2024-11-29 14:53:20,user_138,device_210,session_3184,228.233.247.50,75.236.136.1,23239,3389,TCP,India,New York,Password,Remote,7,0,5061,139,User,Android,Firefox,Server,DDoS,High,0.9531178273648266,0,1,Blocked,Resolved,0.0
3008,2024-02-20 17:38:47,user_358,device_273,session_2915,254.12.143.167,13.94.106.19,51912,80,ICMP,Canada,Abuja,MFA,VPN,5,0,3681,87,User,iOS,Chrome,Desktop,None,Low,0.7057609001297677,0,0,Allowed,Resolved,0.0
3009,2024-09-03 14:49:38,user_333,device_63,session_4326,210.119.238.223,93.247.130.159,34853,21,ICMP,Canada,Lagos,Password,Remote,5,0,3679,100,Admin,iOS,Safari,Server,None,Low,0.37732042102927354,0,0,Allowed,Resolved,0.0
3010,2024-07-28 02:27:05,user_49,device_814,session_3143,246.2.247.67,132.62.112.80,48666,22,TCP,USA,Abuja,Password,VPN,9,1,1776,199,Admin,Linux,Chrome,Mobile,DDoS,High,0.5452599212289887,0,1,Blocked,Investigating,0.0
3011,2024-04-08 23:06:53,user_386,device_679,session_2615,214.26.44.69,38.80.12.105,14699,443,TCP,Nigeria,London,Password,Local,4,1,5920,83,User,Android,Edge,Desktop,Malware,High,0.858357836018203,1,0,Quarantined,Resolved,415.6049505303632
3012,2024-03-10 07:14:52,user_112,device_303,session_1099,195.125.42.49,30.8.165.85,50183,22,TCP,Nigeria,Lagos,MFA,VPN,7,0,1666,174,User,iOS,Firefox,Mobile,None,Low,0.013968452138894416,0,0,Allowed,Resolved,0.0
3013,2024-10-28 23:04:44,user_482,device_925,session_1221,246.95.11.63,102.51.188.47,27651,80,UDP,China,Sao Paulo,Password,VPN,5,0,6916,104,Admin,Windows,Firefox,Server,None,Low,0.5989913826294786,0,0,Allowed,Resolved,0.0
3014,2024-08-31 18:14:27,user_346,device_487,session_9169,3.81.235.168,83.231.82.252,50075,3389,ICMP,India,Lagos,Password,VPN,5,1,1055,187,Admin,iOS,Safari,Server,DDoS,High,0.9668429102962225,0,1,Blocked,Investigating,0.0
3015,2024-08-01 16:47:52,user_341,device_140,session_634,232.229.163.150,237.228.117.72,33498,22,ICMP,India,Delhi,OAuth,Remote,9,1,5361,133,User,macOS,Chrome,Mobile,Brute Force,Medium,0.47719827576453167,0,1,Blocked,Resolved,0.0
3016,2024-03-15 14:29:55,user_445,device_171,session_8398,91.114.22.137,47.213.3.180,53022,3389,UDP,UK,Sao Paulo,Password,Local,5,0,5532,156,User,Linux,Chrome,Desktop,None,Low,0.4355269602543046,0,0,Allowed,Resolved,0.0
3017,2024-08-10 12:57:55,user_325,device_867,session_4905,157.204.54.160,223.223.193.121,2602,3389,ICMP,Germany,Delhi,Password,Remote,1,1,695,131,Admin,Android,Edge,Desktop,None,Low,0.6990479760561127,0,0,Allowed,Resolved,0.0
3018,2024-11-12 17:57:55,user_291,device_171,session_417,5.4.58.180,200.203.107.178,33178,443,ICMP,China,Lagos,MFA,VPN,1,1,5615,26,User,Android,Chrome,Mobile,None,Low,0.40746613676320886,0,0,Allowed,Resolved,0.0
3019,2024-12-16 16:54:17,user_6,device_50,session_2865,186.46.217.209,90.149.96.25,63839,3389,TCP,China,Beijing,MFA,VPN,1,1,5392,50,User,Linux,Edge,Desktop,None,Low,0.663257624856191,0,0,Allowed,Resolved,0.0
3020,2024-08-12 17:44:03,user_63,device_760,session_6463,19.149.39.104,83.200.154.105,58546,21,UDP,China,Lagos,Password,Local,1,1,5539,135,User,iOS,Edge,Mobile,None,Low,0.578520816224646,0,0,Allowed,Resolved,0.0
3021,2024-04-16 04:18:19,user_357,device_637,session_143,17.37.179.234,157.3.203.154,35431,80,TCP,China,New York,MFA,VPN,2,1,6611,147,Admin,macOS,Chrome,Server,None,Low,0.6531763668355127,0,0,Allowed,Resolved,0.0
3022,2024-07-15 10:28:36,user_224,device_185,session_1121,65.49.127.132,205.215.28.235,2097,21,ICMP,Germany,Abuja,Password,Local,6,0,4148,156,Admin,Linux,Safari,Mobile,None,Low,0.6105078952728283,0,0,Allowed,Resolved,0.0
3023,2024-07-31 03:43:23,user_190,device_442,session_2793,29.90.205.124,180.98.211.8,40796,22,UDP,UK,Berlin,Password,Local,9,1,4122,33,User,iOS,Edge,Mobile,Brute Force,Medium,0.654816710227564,0,1,Blocked,Resolved,0.0
3024,2024-12-13 04:17:12,user_397,device_826,session_8876,207.32.59.103,236.81.173.183,64476,80,TCP,Canada,Lagos,Password,Remote,8,1,6065,89,Admin,Windows,Firefox,Mobile,Phishing,Medium,0.45239136031665306,0,0,Blocked,Resolved,0.0
3025,2024-09-16 00:05:27,user_337,device_758,session_8491,214.82.91.64,2.1.118.64,10728,3389,UDP,Germany,New York,OAuth,Local,8,1,2082,109,Admin,Android,Safari,Mobile,Insider,Critical,0.47297422025416513,0,1,Investigating,Investigating,412.09867822195935
3026,2024-06-30 01:05:37,user_132,device_184,session_1291,214.105.178.189,151.126.113.226,25885,22,TCP,Brazil,London,Password,VPN,9,0,5872,180,User,Linux,Safari,Mobile,Brute Force,Medium,0.668350429964355,0,1,Blocked,Resolved,0.0
3027,2024-04-03 00:01:55,user_281,device_169,session_1257,91.2.140.28,44.141.85.43,7478,21,TCP,Germany,Abuja,OAuth,VPN,8,0,4324,121,User,iOS,Safari,Mobile,Brute Force,Medium,0.397240133063981,0,1,Blocked,Investigating,0.0
3028,2024-09-08 00:50:01,user_469,device_989,session_94,42.1.150.106,72.141.206.234,14528,21,ICMP,Brazil,Beijing,MFA,VPN,2,1,5850,86,User,Windows,Firefox,Mobile,None,Low,0.5974838290373553,0,0,Allowed,Resolved,0.0
3029,2024-08-02 22:14:43,user_366,device_95,session_9705,31.221.192.170,58.43.160.158,52458,22,ICMP,UK,Berlin,MFA,Local,1,1,1209,18,User,Android,Edge,Server,None,Low,0.343336326159712,0,0,Allowed,Resolved,0.0
3030,2024-02-24 19:20:39,user_478,device_356,session_8255,168.77.86.121,152.199.13.134,19122,21,ICMP,Brazil,London,Password,Remote,7,0,6484,188,User,Windows,Firefox,Mobile,None,Low,0.5098050557121134,0,0,Allowed,Resolved,0.0
3031,2024-02-14 04:29:11,user_51,device_785,session_7445,83.62.215.91,117.75.218.117,12597,22,ICMP,China,Abuja,MFA,VPN,7,0,6994,40,User,Android,Safari,Mobile,None,Low,0.6617634829270479,0,0,Allowed,Resolved,0.0
3032,2024-03-04 08:42:43,user_317,device_717,session_1150,192.36.41.103,166.82.143.48,61792,443,UDP,Germany,Beijing,Password,Local,8,1,3697,193,Root,Windows,Edge,Server,Brute Force,Medium,0.682653358256042,0,1,Blocked,Investigating,0.0
3033,2024-04-16 22:48:01,user_236,device_50,session_8375,138.222.109.233,186.89.131.247,17493,22,UDP,Canada,Sao Paulo,MFA,VPN,3,1,4821,88,User,Linux,Safari,Server,None,Low,0.4811621675994351,0,0,Allowed,Resolved,0.0
3034,2024-02-06 20:01:32,user_429,device_873,session_4734,109.201.52.243,240.146.211.145,29227,22,TCP,China,Beijing,MFA,Local,3,1,6358,140,User,iOS,Edge,Mobile,None,Low,0.6640592930875745,0,0,Allowed,Resolved,0.0
3035,2024-01-05 02:50:53,user_498,device_533,session_4558,104.14.53.115,96.218.127.195,51406,3389,UDP,Canada,Abuja,MFA,VPN,8,0,5318,176,Admin,Android,Safari,Server,Brute Force,Medium,0.09075180805485916,0,1,Blocked,Open,0.0
3036,2024-06-03 23:20:16,user_259,device_279,session_1979,101.231.156.109,105.72.33.126,32323,3389,ICMP,India,London,MFA,Local,7,0,3727,121,User,Linux,Safari,Desktop,None,Low,0.19874623242529832,0,0,Allowed,Resolved,0.0
3037,2024-09-22 15:32:34,user_366,device_481,session_2197,241.135.238.7,214.77.23.188,12245,443,UDP,Brazil,Beijing,Password,VPN,9,0,2765,39,User,Android,Safari,Desktop,DDoS,High,0.3659304657650362,0,1,Blocked,Resolved,0.0
3038,2024-06-01 12:22:37,user_447,device_566,session_1789,208.173.242.178,251.169.92.127,30336,21,UDP,Canada,Beijing,MFA,VPN,3,1,5275,2,Admin,iOS,Edge,Mobile,Phishing,Medium,0.9863001769447391,0,0,Blocked,Resolved,0.0
3039,2024-08-08 12:06:01,user_259,device_623,session_6558,165.28.51.115,213.125.13.40,46233,80,UDP,Brazil,London,MFA,VPN,1,1,668,80,Admin,Linux,Firefox,Mobile,None,Low,0.5817739411325809,0,0,Allowed,Resolved,0.0
3040,2024-12-22 16:17:57,user_296,device_799,session_346,154.232.76.146,226.35.123.120,11210,3389,UDP,Brazil,Lagos,Password,VPN,4,1,3239,182,User,Linux,Safari,Server,None,Low,0.2987784252729758,0,0,Allowed,Resolved,0.0
3041,2024-05-20 06:18:07,user_209,device_994,session_4899,249.185.231.189,85.32.226.226,47111,22,ICMP,Brazil,Sao Paulo,MFA,Local,3,1,979,45,User,Android,Safari,Desktop,None,Low,0.17701478161166007,0,0,Allowed,Resolved,0.0
3042,2024-06-10 23:16:50,user_59,device_769,session_5217,209.249.218.77,5.147.58.57,12969,80,UDP,Brazil,Abuja,Password,Remote,7,0,5922,150,Admin,Windows,Firefox,Desktop,Phishing,Medium,0.8240615928810386,0,0,Blocked,Open,0.0
3043,2024-11-19 10:36:51,user_195,device_172,session_8157,127.171.214.136,174.34.223.68,58254,443,ICMP,India,New York,MFA,Remote,6,1,2523,165,Admin,Android,Chrome,Mobile,None,Low,0.3006443161582324,0,0,Allowed,Resolved,0.0
3044,2024-02-08 23:00:36,user_143,device_643,session_5457,207.97.197.8,137.122.90.130,40100,21,ICMP,India,London,Password,Local,5,0,647,17,User,Windows,Firefox,Mobile,None,Low,0.04640042234298569,0,0,Allowed,Resolved,0.0
3045,2024-12-18 08:27:44,user_137,device_13,session_2237,176.144.226.169,30.205.72.183,16906,80,ICMP,India,New York,MFA,Local,1,1,5236,32,User,Linux,Safari,Desktop,Malware,High,0.8933041306354866,1,0,Quarantined,Resolved,359.27318363369153
3046,2024-01-15 13:30:50,user_243,device_988,session_7718,209.214.129.121,212.197.161.109,2624,21,TCP,Canada,Sao Paulo,Password,Local,6,0,2333,30,User,Windows,Chrome,Desktop,None,Low,0.05566778922793114,0,0,Allowed,Resolved,0.0
3047,2024-05-07 22:27:55,user_27,device_651,session_9807,37.224.112.216,203.106.221.200,28535,3389,UDP,India,Lagos,Password,VPN,2,1,3997,102,User,iOS,Firefox,Server,None,Low,0.2680103069810965,0,0,Allowed,Resolved,0.0
3048,2024-12-02 10:49:19,user_289,device_185,session_1248,25.44.91.121,215.111.66.128,5882,443,TCP,Brazil,Beijing,Password,Remote,7,0,6457,8,User,iOS,Safari,Server,None,Low,0.05833376161732451,0,0,Allowed,Resolved,0.0
3049,2024-02-21 05:37:22,user_363,device_443,session_3507,120.85.248.163,218.118.92.214,59939,3389,ICMP,Nigeria,London,Password,VPN,7,1,4330,50,Admin,Linux,Edge,Desktop,None,Low,0.3620977767140374,0,0,Allowed,Resolved,0.0
3050,2024-11-29 09:19:11,user_103,device_606,session_1526,186.26.171.112,126.222.187.86,6841,3389,UDP,Germany,Delhi,Password,Local,9,0,2168,81,User,Linux,Edge,Mobile,Malware,High,0.811945333427352,1,0,Quarantined,Resolved,293.32461966632656
3051,2024-01-24 03:22:43,user_97,device_354,session_7264,185.210.236.137,101.48.164.244,44226,443,UDP,Nigeria,Lagos,OAuth,Remote,2,1,2503,53,User,Android,Firefox,Mobile,None,Low,0.2528843078366999,0,0,Allowed,Resolved,0.0
3052,2024-08-18 15:03:20,user_317,device_140,session_1779,49.215.241.150,90.68.71.151,1374,22,TCP,China,Lagos,OAuth,Local,9,0,6714,53,Admin,Windows,Firefox,Desktop,Brute Force,Medium,0.9926830416183114,0,1,Blocked,Resolved,0.0
3053,2024-02-25 02:44:32,user_21,device_560,session_7945,252.197.5.222,6.230.200.176,13357,80,ICMP,Brazil,Abuja,OAuth,VPN,7,0,1561,92,User,macOS,Safari,Server,Malware,High,0.9499296976770306,1,0,Quarantined,Resolved,211.09534017053602
3054,2024-01-31 22:42:30,user_260,device_192,session_8162,130.204.23.184,107.245.82.224,13234,80,ICMP,USA,Delhi,Password,Remote,3,1,5153,28,User,iOS,Firefox,Server,None,Low,0.07129125656089563,0,0,Allowed,Resolved,0.0
3055,2024-03-02 02:31:37,user_153,device_425,session_1005,17.243.189.212,60.33.137.178,45726,3389,UDP,Brazil,New York,Password,VPN,4,1,5016,18,User,Linux,Safari,Server,None,Low,0.3268409373736515,0,0,Allowed,Resolved,0.0
3056,2024-11-30 03:37:35,user_87,device_289,session_7249,170.128.160.112,99.115.171.185,41437,443,ICMP,UK,Beijing,Password,Remote,8,1,30,125,User,Linux,Safari,Mobile,Malware,High,0.6437329591290303,1,0,Quarantined,Open,171.18370560552927
3057,2024-01-07 16:01:21,user_413,device_997,session_1836,93.68.76.77,142.78.179.202,62549,80,UDP,Nigeria,London,MFA,Local,1,1,1592,168,User,iOS,Chrome,Mobile,None,Low,0.6343047853076735,0,0,Allowed,Resolved,0.0
3058,2024-08-28 02:15:34,user_164,device_97,session_3968,54.162.32.51,131.250.65.254,24916,3389,UDP,Canada,Lagos,OAuth,VPN,7,0,1813,181,Admin,Linux,Safari,Mobile,Malware,High,0.964010082764836,1,0,Quarantined,Resolved,433.7543279471741
3059,2024-12-08 05:09:04,user_148,device_514,session_30,179.172.250.235,47.43.11.214,27049,22,ICMP,Germany,New York,Password,Remote,8,1,2828,159,User,iOS,Safari,Server,Phishing,Medium,0.5935542245494027,0,0,Blocked,Resolved,0.0
3060,2024-12-21 04:46:01,user_453,device_207,session_9300,248.248.51.181,10.177.125.166,56296,21,UDP,Nigeria,Lagos,Password,Local,3,1,1453,160,User,Linux,Firefox,Desktop,None,Low,0.5873763406486373,0,0,Allowed,Resolved,0.0
3061,2024-05-03 00:50:20,user_71,device_116,session_4027,185.67.15.84,186.3.58.27,7566,21,ICMP,Germany,Beijing,OAuth,VPN,9,1,7024,54,User,Linux,Edge,Desktop,Phishing,Medium,0.6396278568346602,0,0,Blocked,Investigating,0.0
3062,2024-11-10 08:56:18,user_46,device_397,session_4864,93.132.170.155,136.105.46.136,52184,443,TCP,India,London,MFA,VPN,4,1,2799,90,User,macOS,Firefox,Mobile,None,Low,0.6559419496528823,0,0,Allowed,Resolved,0.0
3063,2024-03-22 08:17:19,user_452,device_323,session_1720,120.185.182.136,135.76.1.182,22411,22,ICMP,India,Berlin,Password,VPN,8,1,5468,23,Admin,Android,Safari,Server,Malware,High,0.6435668858860308,1,0,Quarantined,Resolved,245.40934867215663
3064,2024-07-16 01:39:37,user_209,device_406,session_6563,23.25.197.134,247.90.253.188,19941,22,ICMP,India,Sao Paulo,Password,Remote,7,0,371,178,Admin,iOS,Edge,Desktop,None,Low,0.09711098954028496,0,0,Allowed,Resolved,0.0
3065,2024-10-25 15:20:44,user_326,device_893,session_6970,195.199.245.138,254.223.68.172,58181,443,ICMP,USA,Beijing,Password,Remote,7,0,5866,167,User,iOS,Safari,Server,None,Low,0.6946807875504998,0,0,Allowed,Resolved,0.0
3066,2024-08-20 09:08:32,user_421,device_646,session_7342,14.211.165.114,107.248.76.83,18260,3389,TCP,Brazil,Abuja,OAuth,Local,9,0,4830,46,User,Linux,Chrome,Desktop,DDoS,High,0.8401867100484041,0,1,Blocked,Resolved,0.0
3067,2024-04-17 08:50:43,user_356,device_224,session_1082,45.209.142.150,17.157.240.240,55333,443,ICMP,USA,Lagos,Password,VPN,2,1,2799,148,User,Android,Chrome,Server,None,Low,0.6198816444243448,0,0,Allowed,Resolved,0.0
3068,2024-03-07 06:25:48,user_282,device_505,session_2867,168.37.234.239,179.57.233.80,44527,22,ICMP,USA,Beijing,OAuth,VPN,3,1,2827,139,User,Linux,Chrome,Mobile,None,Low,0.39690912187858307,0,0,Allowed,Resolved,0.0
3069,2024-06-24 07:28:57,user_80,device_292,session_3093,222.49.84.118,60.106.242.190,48506,22,ICMP,China,Delhi,Password,Remote,6,0,1672,197,User,Android,Firefox,Desktop,None,Low,0.7465310199945143,0,0,Allowed,Resolved,0.0
3070,2024-05-06 21:47:16,user_183,device_787,session_9624,5.154.220.163,19.31.211.235,47019,22,UDP,Nigeria,Delhi,Password,Local,5,1,7045,25,User,iOS,Firefox,Server,None,Low,0.5596340905320569,0,0,Allowed,Resolved,0.0
3071,2024-10-14 10:05:35,user_269,device_96,session_2379,172.206.180.35,47.235.163.50,31207,3389,UDP,Brazil,Lagos,Password,Local,5,0,7199,161,User,macOS,Edge,Server,None,Low,0.7600770885546861,0,0,Allowed,Resolved,0.0
3072,2024-01-16 09:33:38,user_62,device_427,session_8644,78.209.105.91,164.124.98.138,18546,80,UDP,Germany,London,Password,Remote,2,1,820,51,User,Android,Firefox,Mobile,None,Low,0.16011157572849788,0,0,Allowed,Resolved,0.0
3073,2024-11-29 21:05:02,user_489,device_399,session_9433,43.133.200.214,103.125.38.63,21502,22,UDP,India,New York,OAuth,VPN,6,0,681,93,Admin,Windows,Chrome,Desktop,None,Low,0.2017887810289214,0,0,Allowed,Resolved,0.0
3074,2024-03-31 02:54:25,user_302,device_759,session_9886,221.39.239.246,40.179.2.218,51648,21,ICMP,Canada,Delhi,Password,VPN,2,1,1648,144,Admin,Windows,Firefox,Mobile,None,Low,0.125548355858763,0,0,Allowed,Resolved,0.0
3075,2024-10-20 16:54:28,user_12,device_292,session_4153,154.92.208.194,90.4.221.144,50197,22,UDP,Germany,New York,Password,Remote,7,0,59,158,Admin,iOS,Chrome,Mobile,None,Low,0.6052603455461887,0,0,Allowed,Resolved,0.0
3076,2024-06-18 17:58:13,user_440,device_900,session_9859,57.80.16.168,181.219.120.134,46484,3389,TCP,Nigeria,Beijing,MFA,Remote,3,1,58,95,Admin,Windows,Chrome,Desktop,None,Low,0.07331644194040066,0,0,Allowed,Resolved,0.0
3077,2024-06-28 16:20:59,user_388,device_501,session_9488,245.131.89.191,81.150.82.96,4241,80,UDP,USA,Abuja,Password,VPN,8,0,5014,47,User,macOS,Edge,Mobile,Insider,Critical,0.28272901238305503,0,1,Investigating,Resolved,215.302192733485
3078,2024-06-29 05:05:49,user_59,device_176,session_3890,92.105.254.66,169.58.127.4,44266,80,ICMP,Canada,Lagos,OAuth,Local,4,1,6191,134,User,Windows,Safari,Desktop,None,Low,0.7940020723932937,0,0,Allowed,Resolved,0.0
3079,2024-06-03 19:04:48,user_100,device_482,session_4352,59.95.162.37,162.173.101.129,63796,3389,UDP,UK,Beijing,Password,Local,4,1,3614,145,User,Windows,Firefox,Desktop,None,Low,0.7940675712316193,0,0,Allowed,Resolved,0.0
3080,2024-09-02 17:01:03,user_239,device_433,session_7063,104.21.157.188,174.100.10.84,6196,3389,ICMP,Germany,Abuja,Password,VPN,8,1,7199,101,Admin,Android,Edge,Desktop,DDoS,High,0.7536831889782448,0,1,Blocked,Resolved,0.0
3081,2024-02-08 10:24:18,user_354,device_848,session_2740,173.232.51.86,160.2.17.23,48299,21,UDP,Brazil,Lagos,Password,Local,2,1,812,62,User,iOS,Chrome,Server,DDoS,High,0.8834934696828992,0,1,Blocked,Open,0.0
3082,2024-06-19 02:08:20,user_54,device_756,session_9606,121.215.242.11,198.155.219.205,21372,21,TCP,Canada,Berlin,Password,Remote,1,1,6690,9,Root,Windows,Firefox,Mobile,None,Low,0.22857978147292823,0,0,Allowed,Resolved,0.0
3083,2024-11-26 20:51:50,user_330,device_932,session_4018,189.48.83.11,145.130.7.105,6200,80,ICMP,UK,Sao Paulo,OAuth,VPN,7,1,4646,9,Admin,iOS,Firefox,Mobile,None,Low,0.5250389021723687,0,0,Allowed,Resolved,0.0
3084,2024-04-17 19:09:02,user_198,device_919,session_3702,156.128.43.63,125.145.164.19,44420,21,ICMP,Canada,Abuja,Password,Remote,6,0,5912,81,Root,Linux,Edge,Mobile,None,Low,0.4914837256165884,0,0,Allowed,Resolved,0.0
3085,2024-10-16 04:19:06,user_375,device_55,session_7832,75.152.131.168,148.87.197.124,5859,3389,UDP,USA,Berlin,MFA,Local,5,0,3558,14,User,Linux,Edge,Server,None,Low,0.08681771280791806,0,0,Allowed,Resolved,0.0
3086,2024-04-03 23:06:33,user_476,device_786,session_8429,11.74.132.126,148.133.191.182,4288,3389,UDP,China,London,Password,Remote,3,1,2079,140,User,Linux,Safari,Desktop,None,Low,0.6541888542839442,0,0,Allowed,Resolved,0.0
3087,2024-12-14 09:27:28,user_456,device_113,session_4167,227.102.45.144,123.17.230.30,60196,443,ICMP,Germany,New York,MFA,Local,6,0,254,46,User,Windows,Safari,Desktop,None,Low,0.7213436407232877,0,0,Allowed,Resolved,0.0
3088,2024-08-07 14:42:49,user_290,device_742,session_8901,193.154.210.55,218.15.194.181,56398,22,UDP,Brazil,Delhi,MFA,Remote,5,0,6345,89,User,iOS,Edge,Desktop,None,Low,0.7565946588368395,0,0,Allowed,Resolved,0.0
3089,2024-02-07 16:58:53,user_319,device_532,session_1552,158.105.147.214,101.74.72.221,5453,22,UDP,Nigeria,Lagos,Password,Remote,5,1,3842,133,User,macOS,Chrome,Server,None,Low,0.7437143071981449,0,0,Allowed,Resolved,0.0
3090,2024-04-20 14:58:53,user_373,device_824,session_5274,194.142.180.92,132.131.79.150,50543,443,UDP,Canada,New York,MFA,Remote,8,0,2177,183,Admin,Android,Chrome,Desktop,Brute Force,Medium,0.4223177403635686,0,1,Blocked,Investigating,0.0
3091,2024-11-24 20:30:24,user_386,device_14,session_6757,61.225.65.239,86.30.27.64,60192,3389,UDP,India,Berlin,Password,Local,3,1,2480,115,Admin,Android,Firefox,Mobile,None,Low,0.7944717475697035,0,0,Allowed,Resolved,0.0
3092,2024-01-16 02:11:27,user_465,device_797,session_4564,36.175.88.171,112.52.53.68,24708,22,ICMP,Canada,Delhi,Password,Remote,3,1,5919,138,Admin,Android,Edge,Desktop,None,Low,0.5061564717244325,0,0,Allowed,Resolved,0.0
3093,2024-10-16 23:44:23,user_384,device_329,session_2920,253.5.85.17,24.128.91.112,7249,21,UDP,Germany,Abuja,MFA,Local,5,0,2588,38,User,macOS,Edge,Desktop,None,Low,0.2691973130172499,0,0,Allowed,Resolved,0.0
3094,2024-03-22 15:44:19,user_148,device_82,session_1420,185.113.81.68,19.249.253.87,23834,443,TCP,USA,Delhi,Password,Remote,4,1,737,152,Admin,macOS,Chrome,Mobile,None,Low,0.11435547718040207,0,0,Allowed,Resolved,0.0
3095,2024-11-09 23:49:56,user_27,device_607,session_7500,175.192.134.76,184.128.246.142,50453,22,ICMP,Canada,Sao Paulo,Password,Remote,6,1,851,2,Root,macOS,Safari,Mobile,None,Low,0.5292728314403757,0,0,Allowed,Resolved,0.0
3096,2024-01-30 21:03:42,user_344,device_352,session_3754,51.3.210.37,22.161.230.103,16737,80,ICMP,China,Sao Paulo,Password,Local,2,1,4139,48,User,Windows,Safari,Server,None,Low,0.6399697007836839,0,0,Allowed,Resolved,0.0
3097,2024-03-10 14:44:22,user_98,device_816,session_5385,247.227.185.211,46.58.184.15,15990,3389,ICMP,UK,Sao Paulo,OAuth,VPN,2,1,6486,112,User,Android,Chrome,Server,None,Low,0.280443957403799,0,0,Allowed,Resolved,0.0
3098,2024-04-13 18:29:20,user_335,device_762,session_7875,14.182.138.67,84.128.50.119,19327,21,ICMP,Nigeria,Delhi,Password,VPN,3,1,7157,167,User,macOS,Safari,Server,None,Low,0.42782294876863125,0,0,Allowed,Resolved,0.0
3099,2024-08-30 00:52:18,user_309,device_821,session_4495,181.213.121.42,29.245.47.219,16157,22,UDP,Nigeria,Berlin,OAuth,Local,4,1,2486,91,User,iOS,Firefox,Server,None,Low,0.23437665446845213,0,0,Allowed,Resolved,0.0
3100,2024-09-21 03:15:38,user_330,device_510,session_777,189.195.152.193,166.198.133.68,49858,3389,UDP,Germany,Beijing,Password,VPN,3,1,2832,101,Admin,macOS,Chrome,Mobile,None,Low,0.717603775419703,0,0,Allowed,Resolved,0.0
3101,2024-04-02 18:55:18,user_64,device_989,session_840,183.144.120.9,4.211.39.44,59688,3389,TCP,Germany,London,MFA,Remote,3,1,3901,166,User,iOS,Edge,Server,None,Low,0.2324846124485902,0,0,Allowed,Resolved,0.0
3102,2024-06-24 11:30:33,user_38,device_953,session_3684,230.2.214.3,104.175.106.111,33625,22,ICMP,China,Delhi,Password,Local,9,0,3159,144,Admin,Android,Edge,Server,Insider,Critical,0.6003752860217303,0,1,Investigating,Resolved,297.4312704785278
